,mwe,label,sentence
1668,lose_head,Q,The girls tumbled out and began to teeter up the path towards the field.
1669,lose_head,Q,There was always something around the corner if you didn't lose your head.
1670,lose_head,L,"Zeus's head is lost, but seems to have been turned to his proper right, and on this, the side of good omen, one would expect Pelops to stand, as he does in fig. 124."
1671,lose_head,I,"Finch lost his head and said to this woman whose fastidiousness he most revered, ‘You wouldn't lie about your own age, that's the thing.’"
1672,lose_head,Q,PLAYER: I should concentrate on not losing your heads.
1673,lose_head,I,"Fred I am worried with all that money you won't lose your head, there are a lot of clever dishonest people (she means women, he said) about these days, I brought you up as well as I could and if you do wrong it's the same as if I did."
1674,lose_head,Q,He made a sort of feeble pretence of being afraid that he might lose his head.
1675,lose_head,I,I'm not going to lose my head and try and rush out at the first chance.
1676,lose_head,I,"Now it seemed fortunate that I hadn't; just as it seemed, though still obscurely, fortunate that I hadn't lost my head in other ways when I wrote to her."
1677,lose_head,I,"Maybe it's a pity that people haven't lost the head a bit; that they haven't gone berserk and showed up the authorities for  what they are — I don't know, unfeeling, inhuman, unconcerned."
1678,lose_head,I,"On the other hand, Pinkie seemed to have lost his head to a certain extent, perhaps at the prospect of making his mark by bringing in something novel in the way of business."
1679,lose_head,L,"That was a very nice bull I shot, but I lost his head…"
1680,lose_head,I,They said he'd lost his head and started shooting —
1681,lose_head,Q,Tallboy scanned the list of people from whom statements had been taken.
1682,lose_head,I,"I must be losing my head, she thought."
1683,lose_head,Q,‘No — Anne would have lost her head in decent privacy within the walls on Tower Green.
1684,lose_head,L,"And yet, like Anne Boleyn all those centuries before her, she knew she was in imminent danger of losing her head…"
1685,lose_head,L,"Within seconds, her blonde head was lost in the crowds."
1686,lose_head,I,She's lost her head utterly and decided to marry me instead!’
1687,lose_head,I,"For heaven's sake, Shae, she told herself desperately, he's being nice to you, but don't lose your head over it."
1688,lose_head,Q,"This is another problem which surfaced from  engineering attempts, but also makes itself evident in authorial blunders — the civil defence poster caption ‘When a hand-grenade lands near by, don't lose your head."
1689,lose_head,Q,"Don't lose your head, Ellie, she warned herself."
1690,lose_head,L,"This doesn't mean that you have to spend a fortune on tools, but beware of cheap spanners and screwdrivers which may not be strong enough for the job or of cheap hammers which may lose their heads."
1691,lose_head,L,"Unfortunately the dummy has literally lost his head, after Frank backed the car over it, and it is being fixed."
1692,lose_head,Q,MacDonaid in a speech at Elgin in December voiced his ‘suspicion that between now and January…there was going to be a serious attempt to wangle the Constitution so that the democracy of this country might not have fair play given to them’.
1693,lose_head,L,"Your mentor might lose his head on the block, or be handed a P45 in today's language."
1694,lose_head,Q,‘It's very easy to lose your head in these situations.’
1695,lose_head,Q,But this time she knew she was in no danger of losing her head.
1696,lose_head,Q,It was weeks since the night of thunder and lightning and losing her head in St Lucia.
1697,lose_head,I,"‘But if you're afraid I'll lose my head once we're alone together, by all means bring a chaperon.’"
1698,lose_head,I,‘I got you on the bed and just lost my head completely.
1699,lose_head,I,I nearly lost my life.
1700,lose_head,Q,Michael Maddison is led away in handcuffs from the High Court yesterday after being jailed for life for bludgeoning two youths to death with a baseball bat
1701,lose_head,L,"The incredible part is he sued the fan manufacturer on the basis that there was no warning  through, saying you know, if you toss a small child up towards this, it's going to lose its, you know, its head."
1702,lose_head,Q,Gabriel had lost her head.
1703,lose_head,I,Liverpool showed enough in Moscow before losing their heads to indicate that the task is not beyond them.
1704,lose_head,Q,he's lost his head 
1705,lose_heart,I,"Once the blockade of the river leading into the city was broken by English ships, James and his besiegers lost heart and abandoned the siege."
1706,lose_heart,I,We mustn't lose heart because continued pressure from a caring public can influence even the most apathetic government — eventually!
1707,lose_heart,I,"In the face of the self-confident panache of the new monetarists, the Policy Studies group, and the apostles of the market-place, significant numbers of British intellectuals seemed to lose heart."
1708,lose_heart,I,It took some effort for Charles not to lose heart.
1709,lose_heart,I,"I had lost my heart to the little, golden flowers that brightened the meadows like a thousand suns."
1710,lose_heart,I,"She wandered into the study, thinking she would work on a poem, whose first line would be, ‘Yes, I remember the Stockhausen’."
1711,lose_heart,I,"Dreyer was unfairly discredited, and appears to have lost heart for further work."
1712,lose_heart,I,"My son, do not make light of the Lord's discipline, and do not lose heart when he rebukes you, because the Lord disciplines those he loves, and he punishes everyone he accepts as a son."
1713,lose_heart,I,You will need to steel yourself for this possible increase (initially) in the behaviour you want to eliminate; but don't lose heart — stick to your guns.
1714,lose_heart,I,"Making the right effort: accepting the need to pursue moral, mental and spiritual disciplines without losing heart."
1715,lose_heart,I,Most evenings the dome reverberates to a double onslaught of the sound of heavy rock coupled with a laser lightshow.
1716,lose_heart,I,"The militia lost heart at this news; they had already been on duty for a month, and had been treated with extraordinary meanness by the citizens they were defending, who, they complained, ‘would not even allow straw for the poor men to lay upon’ while ‘some were eight, some seven, and all six nights and days under arms upon the walls’."
1717,lose_heart,I,Then it loses heart and goes away.
1718,lose_heart,I,And the little one will lose heart and its life will drift away if it's cut off for too long from its own animal world.’
1719,lose_heart,I,"An acrid smell polluted the room, and the ragged blankets on the bed showed how Maggie had lost heart."
1720,lose_heart,I,Select ‘real’ sausages with real gut casings and high-grade rough-chopped contents with relatively little rusk or filler to bulk them out.
1721,lose_heart,I,"The East Anglian side were also the culprits the last time Atkinson hit an all-time low, when Ipswich beat his West Brom side in the 1978 FA Cup semi-finals."
1722,lose_heart,I,"Lose not your  heart to the prince, child — he will wreak havoc with many a feminine heart, I doubt not, ere he reaches his majority."
1723,lose_heart,I,When life seems ordinary St James encourages us to wait patiently and joyfully for Christ's coming and not to lose heart.
1724,lose_heart,I,It was Niki who had lost heart.
1725,lose_heart,I,Those who lose heart and cry out in despair are reminded that Jesus is in command and  that he will steer the little ship of the Church into calmer waters.
1726,lose_heart,I,"I would advise such readers not to lose heart: there is nothing in this book which cannot be grasped by an 11-year-old who employs a little application: I know, because I've tested it on an 11-year-old."
1727,lose_heart,I,"‘You lose heart, you really do, what with one thing and another.’"
1728,lose_heart,I,"They have lost heart, stashed away their manuscripts and told themselves they were never really writers anyway."
1729,lose_heart,I,"You have to pick yourself up when you get rebuffed for the thousandth time, and despite the discouragement, don't lose heart."
1730,lose_heart,I,Sad Martina loses heart
1731,lose_heart,I,Rocastle happy out in the cold
1732,lose_heart,I,Don't lose heart — when they hit the enemy vengeance will be yours.
1733,lose_heart,I,"Andrew Hemmings who manages an alcohol recovery project in Manchester for Turning Point, said people had lost heart and started to drink again because of delays in establishing whether the local authority was going to pay for treatment."
1734,lose_heart,I,"In this most strange place and in this short moment Nicholas lost his heart and knew for certain that at last, at very last, without doubt or question, he had fallen in love."
1735,lose_heart,I,I lose my heart and my common sense.
1736,lose_heart,I,The girls tumbled out and began to teeter up the path towards the field.
1737,lose_heart,I,"‘We lost heart over it,’ he says."
1738,lose_heart,I,"I was pretending to be another man, but losing my own heart."
1739,lose_heart,I,"Erm but things like er you could see how people would lose heart with decorating, er because fairly soon after you'd decorated, the ceiling and the wall, erm just below the heaters and above the heater, cos it was almost, well it was almost completely black."
1740,lose_heart,I,Floy remembered what Nuadu Airgetlam had said about the Robemaker taking sacrifice from the ordinary Irish people and putting the sons to work in the Dark Workshops and guessed that the people had simply lost heart.
1741,lose_heart,I,"So many people give up because, after the elation of seeing the pounds fall off in the first few days, they lose heart when weight loss slows down."
1742,lose_heart,I,"""Now that he won't have Ma to talk to, and there's no Mr Blake to get up a subscription if he goes down, I'd say he might lose heart altogether."
1743,lose_heart,I,In a rambling old house in Gospel Oak.
1744,lose_heart,I,"Four years after that Hunt Ball, where Nicandra lost her heart for ever, Aunt Tossie broke into her moneybox to endow the marriage of Nicandra Constance with Andrew Julian."
1745,lose_heart,Q,I swear I shall make you lose your heart completely!’
1746,lose_heart,I,‘I've seen what can happen when a person loses their heart — and their freedom — to someone else.’
1747,lose_heart,I,"But then Stuart meets a little girl who is fully human but every bit as short as Stuart, and his heart is lost to her."
1748,lose_heart,I,"air-routes and sea-routes, and found them wanting."
1749,lose_heart,I,Her heart had been lost to him the first moment she had set eyes on him.
1750,lose_heart,I,"The only secret she had with Travis was about Rosemary, but, since Naylor had never heard of Rosemary, he couldn't have sensed that Travis had lost his heart to her neighbour, could he?"
1751,lose_heart,I,"He mattered to Shelley very much — as a doctor and as a person, and she couldn't bear to think of him losing that precious heart to this young girl, who regarded him just as someone to pay her bills."
1752,lose_heart,I,"‘Oh, don't lose heart,’ Helen said briskly."
1753,lose_heart,I,"Last week's victory over Goran Ivanisevic was his first over a top 10 player and against Frana he never lost heart, even though his rival was holding serve far more comfortably in the early stages of both sets."
1754,lose_heart,I,"At this very moment, the Germans attacked again and, as so often happens on the death of an inspired leader, Macker's men lost heart."
1755,lose_heart,I,"As an artist, Branwell went to London to seek admission to the Royal Academy Schools, but he lost heart, as soon as he arrived, and never even began."
1756,lose_heart,I,"Final score; Shenley and Lowton five, Oxford City two."
1757,lose_temper,I,"McKim, a Wales youth player last season and new to some of the more unwelcome machinations of senior rugby, lost his temper so totally after a brush with the Cardiff prop Jeff Whitefoot that he even lashed out at Newport's skipper, Glen George, who was trying to cool him down."
1758,lose_temper,I,"On her ice cream round she lost her temper, bringing down on the head of the ringleader the entire tray of ice cream."
1759,lose_temper,I,"She hated her maths teacher anyway, and that dislike was fuelled by Phoebe's frequently repeated conviction that the woman was a moron and taught not mathematics but ‘sums’, a subject apparently lower on Phoebe's scale of values than home economics and office skills:"
1760,lose_temper,I,"Maggie had been amazed at her own fury, rocked by the power of Fenna within her, breaking through the cool disdain she tried always to preserve in front of this loathsome woman."
1761,lose_temper,I,She was buoyed up suddenly on the wave of amazement and admiration that she could feel enveloping her from across the whole room.
1762,lose_temper,I,‘I lost my temper.’
1763,lose_temper,I,"It's just that he wants to let off steam, and you're the only person he can lose his temper with."
1764,lose_temper,I,He had completely lost his temper when he had heard the news that Clasper had taken the giant Merseyside plant out on strike.
1765,lose_temper,I,"When Zweig wouldn't come, Strauss lost his temper and wrote the famous letter attacking all politicians and everyone who lets politics get in the way of art."
1766,lose_temper,I,It was quite the nearest she had come to losing her temper.
1767,lose_temper,I,"Mr Clinton occasionally lost his temper, but through all the flak he showed remarkable staying power, which his supporters say is a mark of his fitness to occupy the White House's Oval Office."
1768,lose_temper,I,‘I told you last night when I brought the evenings over how it would be.
1769,lose_temper,I,"If your child does something you do not like, such as losing her temper too easily, you may increase her ability to think first and hold her temper by penalizing her consistently for failing to do so; in this way you are providing an ‘incentive’ for her efforts to keep her cool."
1770,lose_temper,I,"They may attack others physically or verbally, screaming all the insults they can invent; or they may be destructive, wilfully damaging or destroying anything that is handy when they lose their temper."
1771,lose_temper,I,Observe how frequently your child loses his/her temper.
1772,lose_temper,I,"The major difficulty, of course, is that many parents feel so remorseful after punishing their child, or after losing their temper, that they are sorely tempted to ‘make up’ to the child, with anything from contrite fussing to extra treats."
1773,lose_temper,I,VGA's verdict
1774,lose_temper,I,‘I'm afraid I lost my temper.’
1775,lose_temper,I,"The overworked and gloomy chef in the main dining car had not lost his temper altogether and only a few passengers had grumbled that the roomettes were too cramped; the most usual disgruntlement, George said."
1776,lose_temper,I,"Whenever you run for a train, cope with stress at work, or lose your temper, the heart and lungs have to cope with the extra demands placed on them."
1777,lose_temper,I,"Luke tells you what to do all the time, but quietly, and he never loses his temper, except if he thinks you're not toying."
1778,lose_temper,I,In.
1779,lose_temper,I,Don't be grumpy or touchy now — you'll be glad to see them after 26.2 miles and you want them to be happy to see you too.
1780,lose_temper,I,"Actress Jane Asher and cartoonist Gerald Scarfe, below, also put in an appearance at the penthouse flat which looks over the River Thames to the Palace of Westminster."
1781,lose_temper,I,"Did he ever lose his temper, raise his voice?"
1782,lose_temper,I,I'm afraid I lost my temper and said if he'd fallen foul of the IRA it bloody well served him right for supporting them.’
1783,lose_temper,I,Asked whether the ice-cool Borg was angry at Loredana's claim he replied: ‘Bjorn very seldom loses his temper.
1784,lose_temper,I,‘He lost his temper when he assumed the children had been responsible for the doors being open.’
1785,lose_temper,I,"Colloredo refused, and, after an abusive interview in which the archbishop lost both his temper and his priestly dignity, calling Mozart a scoundrel and a knave, both parties announced that each was well rid of the other."
1786,lose_temper,I,"A tantrum can be a simple process of children losing their temper, lying on the kitchen floor, and screaming in anger for two minutes."
1787,lose_temper,I,The parents may continually make requests that the child ignores and the parents lose their temper.
1788,lose_temper,I,"Parents will shout, hit, nag, and lose their tempers in order to gain control of their children but find that nothing works."
1789,lose_temper,I,Mothers often say that they say the same things over and over again and end up losing their tempers in order to get a response.
1790,lose_temper,I,Miss Honey decided that if she was going to get anywhere with these people she must not lose her temper.
1791,lose_temper,I,"Richard Eden, who translated Peter  Martyr's works, quotes the young Indian as shouting to the Spaniards:"
1792,lose_temper,I,"‘I've never known a girl to make such a fuss over talking to her mother, I'm losing my temper with you, Angharad, for heaven's sake get on with it.’"
1793,lose_temper,I,"‘And I'll lose my temper,’ said Joe."
1794,lose_temper,I,"Only when I lost my temper, pointing that people don't always die during officer hours, did they offer to find someone."
1795,lose_temper,I,I'd pretended to lose my temper and he spotted it.’
1796,lose_temper,I,They wanted Mickey to lose that famous temper of his so they could legitimately nick him.
1797,lose_temper,I,"Little hand cutters are OK, I tend to lose my temper with them, but pro-type jigs will give a much neater result."
1798,lose_temper,I,"But when the great general of the Civil War, Oliver Cromwell, lost his temper with the Rump Parliament for trying to monopolize power, and made himself supreme instead, he regretted this war between Protestant countries and set out to make peace between them as soon as possible."
1799,lose_temper,I,"But I do expect to have a lot of laughter, I do expect to have a relaxed and open atmosphere."
1800,lose_temper,I,"Now and then, because he was a mere mortal, he would lose his temper."
1801,lose_temper,I,Somehow the pins in her hair always seemed to escape when she lost her temper and the dark tresses whirled round her shoulders as she walked up and down Oswin's bedroom.
1802,lose_temper,I,What was really In Judy Jackson's mind when she lost her temper?
1803,lose_temper,I,He got you into it.
1804,lose_temper,I,I lost my temper.
1805,lose_temper,I,"In fact, a couple of weeks ago he confided to me that he rather enjoyed losing his temper."
1806,lose_temper,I,In the end I completely lost my temper with it.
1807,lose_temper,I,"Then towards the end she had lost her temper completely and declared that if the listeners wanted to find out what it was really all about, they had better write to her."
1808,lose_temper,I,You spend your time whoring and getting money.’
1809,lose_temper,I,"In the two years they had been operating, Stephen had taught her never to lose her temper with the guests, however unreasonable, but to try to win them over."
1810,lose_temper,I,How Stephen doesn't lose his temper is beyond me.’
1811,lose_temper,I,"Mazzin didn't lose his temper, although I could feel he was itching to have a go at me, but, as before, he knew he had no justification for doing so."
1812,lose_temper,I,Most good picture framers will cut a good matt from a large choice of card.
1813,lose_temper,I,"He obviously had impregnation on his mind, but by now Lydia had lost her temper and she told him to get stuffed."
1814,lose_temper,I,"She disliked losing her temper against her will because it rarely achieved useful results and symbolised impotence rather than strength: always better to channel anger than display it, she thought."
1815,lose_temper,I,"‘Sometimes, he would lose his temper and start breaking the furniture; and his family decided to send him to the maison de santé at Gheel."
1816,lose_temper,I,"‘I don't actually care where she is,’ said Camille, beginning to lose her fragile temper, ‘but Mum does, or at least she says she does — she cares about everyone, don't you, Mum?"
1817,lose_temper,I,It drove Camille mad: she would lose her temper as she had lost it when still in her pram and would wave her limbs and bellow while furious tears fell to collect under her chin.
1818,lose_temper,I,"The knowledge that her mother loved her was not sufficient to quench her rage, for she felt that she had been made to grow up too soon and had no idea that her mother regretted her own inability to speak openly and lose her temper."
1819,lose_temper,I,"The children's abiding memory of their father is his patience and thoroughness: he never lost his temper, and all tasks were thought out and executed with minute attention to detail."
1820,lose_temper,I,"‘Her authority was so complete, she never had to lose her temper, like I did."
1821,lose_temper,I,‘If only dad hadn't lost his temper with Uncle Matt like that nobody would even think of it…’
1822,lose_temper,I,"What impressed me most, I think, was the sheer instantaneousness with which Lorne lost his temper."
1823,lose_temper,I," ""On this occasion you lost your temper, and threw a solid object at Mr James?"" "
1824,lose_temper,I,Losing your temper with him was unforgivable.
1825,lose_temper,I,Finally he lost his temper.
1826,lose_temper,I,"At the same time, she knew it had been a big mistake to lose her temper like that."
1827,lose_temper,I,She would not lose her temper.
1828,lose_temper,I,Those are rocks and you are sitting on them gazing out to sea.
1829,lose_temper,I,"We lose our temper, feel cornered and frightened, it can be the work of an instant."
1830,lose_temper,I,"‘Insulting, then,’ she agreed quietly, determined not to lose her temper, although if he was going to carry on in that vein the chances of her keeping it for very long were absolutely nil."
1831,lose_temper,I,"‘Tsk, tsk,’ he taunted as he stood up, ‘and losing your temper with me won't solve your problems."
1832,lose_temper,I,"Certainly he was incapable of being indiscreet, losing his temper or being unkind."
1833,lose_temper,I,"Gina stopped where she was, her fingers clenched in the palms of her hand as she fought to control the surge of irritation which threatened to make her lose her temper completely, while Rune's brilliant gaze held her in thrall, intimate, deliberately self-assured."
1834,lose_temper,I,"She was determined not to lose her temper, at least until she'd got to the bottom of the riddle, but his apparent attempt at playing God with her life infuriated her."
1835,lose_temper,I,"I must keep my cool, she thought; losing my temper, antagonising him like this isn't going to help my situation, is it?"
1836,lose_temper,I,"‘You're enough to make a saint lose her temper,’ Robbie told him, trying vainly to escape his hold."
1837,lose_temper,I,Then I began to lose my temper —’
1838,lose_temper,I,‘I'm afraid I lost my temper.
1839,lose_temper,I,But it made her miserable that they were not open with one another.
1840,lose_temper,I,Only once had he ever lost his temper with the Normans.
1841,lose_temper,I,"‘Clean name, and so has  she.’"
1842,lose_temper,I,I lost my temper.
1843,lose_temper,I,(133) I had her lose her temper by sending John to taunt her.
1844,lose_temper,I,"Peter exclaimed, suddenly losing his temper."
1845,lose_temper,I,‘She was upset because I nearly lost my temper with her.
1846,lose_temper,I,"‘All right, Matthew,’ Mrs Foster said, wringing her hands, ‘but don't lose your temper."
1849,lose_temper,I,CINDERFORD Gloucestershire
1850,lose_temper,I,The Ministry of Defence has replied to Lord ferrers saying they didn't like it and they want to keep the land clear to make it easier to sell.
1851,lose_temper,I,Other drivers described how the Metro overtook a caravan and then started weaving from side to side.
1852,lose_temper,I,Labour accuses Government of’ dithering’over Somalia
1853,lose_temper,I,It unscrews to reveal a space which held the warrant
1854,lose_temper,I,By Daily Post Correspondent
1855,lose_temper,I,"Phil Tufnell, fined £500 last weekend for losing his temper, at least kept his cool amid the carnage, yet finished conceding 132 runs from 41 wicketless overs."
1856,lose_temper,I,"I mean there's been a couple of times that he's really lost his temper with her and erm  and, and really flown off the handle, badly."
1857,lose_temper,I,"he had a lot to say and Jimmy lost his temper with him, you know, and he said look,"
1858,lose_temper,I,He didn't only did that cos you lost your temper
1859,lose_temper,I,She said I'm trying to lose my temper!
1860,lose_temper,I,"that's a good thing that you are a friend to her, that you'll take her  tempers and you'll still come back."
1861,lose_thread,Q,'He had lost his thread and Cameron's head was too ravelled to think much about it anyway.
1862,lose_thread,I,But by move 50 he seemed to have lost the thread of the game completely and his position was considerably worse.
1863,lose_thread,Q,I am losing the thread.
1864,lose_thread,I,"A worthwhile person is always competent: he never makes mistakes, slips of the tongue, errors of judgement or loses his thread halfway through a lesson or a meeting."
1865,lose_thread,I,It is at present impossible to make chronological sense of the Musée des Arts Décoratifs: even the most determined visitors eventually lose the thread and are forced to retrace their steps.
1866,lose_thread,I,If you do not make notes your mind will have a tendency to wander and you will quickly lose the thread of the ideas with which you are trying to come to terms.
1867,lose_thread,I,"Sometimes her beauty so took him by surprise, that he lost the thread of speech."
1868,lose_thread,I,"My dear friends, this is it, yes?"
1869,lose_thread,I,"To Bernice, Ace seemed to be losing the thread, getting confused but, never the less, she could see the relief in people's faces."
1870,lose_thread,I,"It was  and yet, I'm losing my thread with, what I was going to say was, it must've been so important because  an in that you could get anything you liked."
1871,lose_thread,I,‘I'm sorry.
1872,lose_thread,L,He might have lost those threads when he climbed over the rail during the search.’
1873,lose_thread,I,"Melissa, struggling to follow the staccato bursts of speech that punctuated their intake of food, was so fascinated by their mannerisms that more than once she lost the thread of  what they were saying and had to beg them to speak more slowly, which they did with great good humour and shrieks of tinny laughter."
1874,lose_thread,I,"He did not feel hungry, and the alcohol sent his imagination soaring into the smoky roof beams, so that he lost the thread of the story Ratagan was telling him — the one about the Dwarf and the  Firewood, he thought muzzily."
1875,lose_thread,I,"I think the management thing can be addressed in a different way  erm excuse me erm, oh I've lost my thread now but, oh yeah that's right "
1876,lose_thread,I,She lost the thread of the conversation after a time.
1877,lose_thread,I,"Michael Banks managed his lines fairly well, with only a couple of mishearings and one awfully long thirty seconds where he totally lost the thread."
1878,lose_thread,Q,"You will have to forgive me, Mr. Deputy Speaker, but I have now lost my thread."
1879,lose_thread,I,"Jeffrey Archer, who was discussing the size of his tax bill with the Features Editor of Woman's Own, momentarily lost his thread; who was she?"
1880,lose_thread,I,By the time he had tapped in John had lost the thread of his remark.
1881,lose_thread,L,the twitchy rod has lost its thread
1882,lose_thread,Q,"And then erm, erm, I've lost my thread now "
1883,lose_thread,Q,"He seemed to lose the thread, then visibly pulled himself together."
1884,lose_thread,I,"As she lost the thread entirely, all thought of telling him the work she had done so far went out of her head."
1885,lose_thread,I,"Performers and listeners alike had to concentrate fiercely, for Weir's style is so compact that with one blink the thread can be lost."
1886,lose_thread,Q,"One thing I will commend you for, it took a lot of ball to carry on even when you had lost the thread."
1887,make_face,Q,He made a face.
1888,make_face,L,"The undertaker then takes over, makes up our faces and carries the coffin to the crematorium."
1889,make_face,Q,"The meadow began to mushroom with tents and huts and the street theatre erupted into an explosion of living history, the performers flinging themselves to the ground and then leaping into the air as and when the idea occurred and making funny faces all the while."
1890,make_face,L,"At six and a half I loved making up my face, and at ten, the baby book recorded, I wanted to be a dress designer."
1891,make_face,L,"It showed a girl making up her face, not to catch a boy, just to try out different looks, some pretty, but some not."
1892,make_face,Q,"Doone said a shade heavily, ‘Mr Kendall's always helpful,’ and Perkin made a face and went off to join Mackie."
1893,make_face,Q,"Sir Robin Day, realising that drastic measures were called for, started to make funny faces."
1894,make_face,Q,"In Nice he got up early and went to Survage's room and painted until midday, then took a swig of alcohol, made a face and returned to the canvas."
1895,make_face,L,List all the characteristics which make up your Inner Face — how do you perceive yourself?
1896,make_face,I,"She did likewise, then coughed and made a face."
1897,make_face,I,Not much you could charge them with.
1898,make_face,I,I made a face at my face and it made a face back at me.
1899,make_face,I,She crossed her eyes and made a face.
1900,make_face,L,The presentation becomes much more colourful if you mix the different vegetables together.
1901,make_face,L,"Make holes along the length of the banana and spikes for the back, with Matchmakers shortened into quarters."
1902,make_face,I,She made a face at me.
1903,make_face,I,"His father had put down his  newspaper and was looking at her, too."
1904,make_face,L,"Cold anger made Bodie's face a mask of hatred, an evil, demonic mask, reflecting well the bitter anger inside."
1905,make_face,L,"Babies and boredom, boredom and babies: when the whisky ran out, we made up our faces, exchanged clothes, did our hair, and the afternoon still yawned ahead."
1906,make_face,L,"•During and after sunbathing, Evian keeps your skin soft and moist."
1907,make_face,Q,Yes; why not?
1908,make_face,Q,"She read a few lines, then made a face."
1909,make_face,Q,She made a face.
1910,make_face,I,I shone my torch at him and he made a face like he had just chewed a lemon: ‘I'm going to have to pull from higher up — I guess it's the knot.’
1911,make_face,I,Anna made a face at it before she turned away.
1912,make_face,L,"He couldn't quite make out the face, but he was certain he didn't know the caller, which was unusual."
1913,make_face,I,The child was chuckling as Billy made faces at her and when he looked away Rachel's little face seemed to beg his attention.
1914,make_face,I,"Most of them did nothing about it but hurried on, some scowling, one, a child, making a face at the camera, holding up his hands as if they were big ears and waggling his fingers."
1915,make_face,Q,"I watched her sipping at the stuff, making faces."
1916,make_face,Q,She made a face.
1917,make_face,Q,And Jean-Claude made a face and described a gruel made from rye bread.
1918,make_face,I,"Even now, as she smiled at her son's antics — he was laughing and clapping his little hands together and making mischievous faces at Cissie, who adored him — memories of Tyler besieged her heart."
1919,make_face,I,"First the St Sebastian triptych, all finished, down to the last arrowhead and gobbet of blood."
1920,make_face,Q,Katz made a face.
1921,make_face,Q,Alexei made a face.
1922,make_face,Q,Rostov made a face.
1923,make_face,Q,"Her head was at the level of his thigh, and he laid a hand on her shoulder."
1924,make_face,Q,It's not easy being a Khan.’
1925,make_face,Q,Jagatan asked finally.
1926,make_face,Q,‘Tell him it's my order.
1927,make_face,Q,An animal we would kill for meat would look better than some of them.’
1928,make_face,I,"Ace, you and Benny continue with what you're doing until the Marines arrive in the morning, and please stop making that face.’"
1929,make_face,I,And Jed took another look around and made a face that suggested mild indifference lying over mild disapproval.
1930,make_face,I,Do you think Bach made funny faces and giggled when he wrote that?
1931,make_face,Q,She'd made a funny face.
1932,make_face,Q,Charles makes a face.
1933,make_face,I,"Matthew makes his clumsy face, and moves his feet about."
1934,make_face,L,"But she could not make out his face, obscured from her by shadow and the oblique angle at which he had set his seat."
1935,make_face,I,"The Frenchman suggested barquettes Neptune , or the soupe à l'oseille , to begin with, but Xanthe looked at her father and wheedled, ‘Can't I have an artichoke?"
1936,make_face,Q,I made a face.
1937,make_face,L,"He was silent; I could just make out his face, his staring to sea, as if Neuve Chapelle was out there, grey mud and hell, visible."
1938,make_face,Q,Alexei saw Burun make a face.
1939,make_face,Q,Jehan made a face.
1940,make_face,Q,Suragai made a face.
1941,make_face,I,"They act a lot; sometimes I see them practising in front of mirrors, making faces and trying out their voices."
1942,make_face,Q,She made a slight face.
1943,make_face,Q,Or anything else.’
1944,make_face,I," ""Nothing much,"" he grinned,""just looking forward to seeing you."
1945,make_face,I,"Polly made a face at his back, then followed him."
1946,make_face,Q,She made a wry face.
1947,make_face,L,"‘She'll look as alive as you or me, once we've packed her and made up her face,’ the embalmer reassured him again."
1948,make_face,Q,Sufficient unto the day is the evil thereof.’
1949,make_face,Q,The friar made a face.
1950,make_face,Q,The priest made a face.
1951,make_face,Q,‘Where were they travelling to?’
1952,make_face,Q,"He picked up a gin and tonic from the same tray where Belinda had found hers, sipped it and made a face."
1953,make_face,I,"The pregnant woman, having just made a face at the taste of the spicy chicken wings, just as Belinda had done, was about to take a sip of Greg's very strong gin and tonic."
1954,make_face,Q,"Pinning up her wayward curls, Lissa made a face in the steam-coated bathroom mirror."
1955,make_face,Q,"‘All of it,’ he added firmly when she sipped and made a face."
1956,make_face,I,"She snuggled under the sheets and Maggie made a wry face, her hopes dying."
1957,make_face,I,He makes a face like a little boy who has been very bad.
1958,make_face,L,"His eyes roved her features, as if he was recalling every item of the lines and planes that made up her face."
1959,make_face,I,"She made a face at his back, but her expression quickly changed to concern when she caught sight of his arm."
1960,make_face,Q,He made a face.
1961,make_face,Q,She sipped it and made a face.
1962,make_face,I,"Mrs Cartwright made a face and said, ‘Such appetites,’ in a disapproving tone of voice."
1963,make_face,Q,He made a face.
1964,make_face,Q,Mallachy made a face.
1965,make_face,Q,Laura made a face.
1966,make_face,Q,"Rex made a peculiar face of his own, but I couldn't put a name to it."
1967,make_face,Q,Jonathan made a smug face.
1968,make_face,Q,Jonathan made a smug face.
1969,make_face,Q,The lad made a brave face.
1970,make_face,Q,She made a face.
1971,make_face,Q,He made a rueful face.
1972,make_face,Q,"Hannele, making a small face, decided to accept it."
1973,make_face,Q,Cornelius made a face.
1974,make_face,I,Cornelius made a bitter face over his steak sandwich.
1975,make_face,Q,Tuppe made a hopeful face.
1976,make_face,Q,He made a face.
1977,make_face,Q,He made a face.
1978,make_face,Q,Shiona made a face.
1979,make_face,Q,Ronni made a face.
1980,make_face,Q,She made a face.
1981,make_face,Q,Silvia made a face.
1982,make_face,Q,Virginia made a face.
1983,make_face,Q,She made a cool face.
1984,make_face,Q,She made a wry face.
1985,make_face,Q,The old woman made a face.
1986,make_face,Q,The old woman made a face.
1987,make_face,Q,Trish made a face as she poured herself coffee.
1988,make_face,Q,"‘After months of no one coming near, last week a team of men arrived and spent days walking around and surveying, so —’ she made a face ‘— I assumed work on the dreaded parque aquático was about to start.’"
1989,make_face,I,"She made a face at it, and buried her nose in a bestseller all about powerful families."
1990,make_face,Q,Cranston stared across at Athelstan and made a face.
