mwe;label;short_sentence
выворачивать наизнанку;L;Маклак берет его порты, разглядывает их на свет и так и эдак, выворачивает наизнанку, растягивает материю, трет ее и щупает между пальцами.
выворачивать наизнанку;L;--Отведи ее в хлев,-- сказал Нендза,-- сними с себя рубаху, выверни ее наизнанку и покрой корову, а потом укуси ее три раза в шею, ей сейчас же и полегчает.
выворачивать наизнанку;I;Как я понял, что этот вопрос надо вывернуть наизнанку и получится, что она хочет переехать из Краснодара в Москву.
выворачивать наизнанку;I;Уж эту траву я знаю, когда-то на своей даче подёргал от души. В смысле, всю душу наизнанку вывернул. Хмелею...Пора посуду собирать.
выворачивать наизнанку;I;  Мы его слушались, хоть он и улыбался предательски, и не появлялся, когда его ждали, и обманывал до обидного легко, а если гостил, то выворачивал дом наизнанку и ломал любимую дедушкину трубку, единственную память... Не любил фетиши, плевать хотел на них, обсмеивал, и сам после себя почти ничего не оставил, разве что шарфик полосатый, поеденный молью.
выворачивать наизнанку;I;Нашел Максим баббит. Весь завод чуть наизнанку не вывернул - нашел. Как же теперь на наших глазах человек с дороги сбился?..
выворачивать наизнанку;I;Попал и застрял, уперся всеми своими колючками, не пустил следующую сверхценную персону. Для женщины главным должен быть муж, хоть ты наизнанку вывернись. А если в голове другой царь, мужем так и не свергнутый, то брак барахлит.
выворачивать наизнанку;I;Она своего рода шедевр, как можно вывернуть наизнанку и представить в выгоднейшем свете самые грязные действия и намерения, да и вообще любые факты.
выворачивать наизнанку;I;"Появилась возможность вступить в кооператив. Анастасия ""вывернулась наизнанку"", как она любила повторять. Семья переехала в отдельную двухкомнатную квартиру в Беляево."
выворачивать наизнанку;I;"- выбрасывая окурок за борт, вздохнул Виктор. - Так вот, я решил вывернуть Вольтера наизнанку! Знаешь, у него есть такая фраза:
  ""Если бы бога не было, Его бы стоило придумать""."
выворачивать наизнанку;I;"Просыпаешься под утро, подходишь к окну, светает, осень или весна, сыро... рассеивается, струится, мечется, уходит от света холодный  легкий дым, вода подернута свинцовым налетом, все молчит...  Вот и его картины... они об этом. Мне показалось, что вывернутый наизнанку я сам. Можно много говорить о мастерстве, ""хорошо написано"" или не очень, но тут уже неважно было, как написано, сразу наповал."
выворачивать наизнанку;I;Нам последние лет пятнадцать без остановки пробуют и стараются вывернуть мозги наизнанку, переменить исторический склад русского разума.
выворачивать наизнанку;I;- рванулась к лицу, скребанула, другой пятернёй когтей рванув по лицу отдавшего детородное в чужую... в чужой род до... отдавшего после договорённости о... расцарапывая рожу генерального своего от бровей до уха какого-то, швыряя туфлей в харю главной советницы голой, ползущей по ковру за разорванным, под руки, кожу сдиравшие, попавшим халатом, ползущей, торчащим на сторону глазом пугающимся сильнее и заново, и кровь, капающая с лица на ковёр, и из содранной кожи лица его на простынь, кричала вывернуть их кишки наизнанку, и матку её с влагалищем!..
выворачивать наизнанку;I;Потом у Андрианова закружилась голова от задранных к нему лиц и блеска стекол окон, он понял, что пора кончать, послал им приветственный жест, вывернутый наизнанку, и попытался дотянуться до перекладины лестницы, но ему это не удалось - плечи и голова стали тяжелыми, как мешок с цементом, и спина не сгибалась.
выворачивать наизнанку;I;Да, она по-настоящему была влюблена, и это чувство, внезапно открывшееся для нее, ошеломило разум, терзало и выворачивало наизнанку душу, мучило сердце.
выворачивать наизнанку;I;Мне когда-то кто-то сказал что зачем я выворачиваюсь наизнанку, ведь и так, того, что даю я - хватило бы на целое поколение.
выворачивать наизнанку;I;И что это на самом деле?.. Боязнь открыться, вывернуться наизнанку в этом бесчеловечном мире? Мире, в котором почти и не дано выжить таким как я. И тогда лишь только незначительные и по детски наивные ухищрения способны хоть как-то помочь затеряться... снизить (а то и попытаться свести на нет) актуальность необходимости приспосабливаться... Ибо уже в этом, в такой необходимости - совсем нет ничего действительно необходимого.
выворачивать наизнанку;I;Сейчас она заперта на шикарный крупный ключ, для которого тут широкая замочная скважина. О, может, замочную скважину закупорить, чтобы через неё не вывернуло весь дом наизнанку? Всё-таки удивительно слушать, как хлопает от уличного ветра дверца шкафа, вполне надёжно спрятанного в глубине комнаты...
выворачивать наизнанку;I;Он ныл и его выворачивало наизнанку так, как ломает мышцы, если вы делаете слишком большую паузу между своими усиленными тренировками.
выворачивать наизнанку;I;Когда вы не любите - вам все проще. Когда любите, это выворачивает вас наизнанку. Становится поистине страшно потерять любимого человека.
выворачивать наизнанку;I;Мозг переполнялся таким объемом информации, что если раньше я бы этого и не заметил, то теперь как будто наоборот - я был не в состоянии вообще думать. Мне казалось, что мои мозги  выворачивает наизнанку. И если бы я периодически не заглядывал в зеркало (периодически,-- потому что если бы подобное повторялось даже чуть-чуть более чаще, это могло бы принять характер  навязчивости), то мог бы решить, что мои извилины словно кротовые норы прорыли ходы в черепной коробке, и уже торчат наружу.
выворачивать наизнанку;I;- Отдай, Стэнли, он тебе больше не понадобится! Меня начало выворачивать наизнанку. Каждая клеточка тела предательски вибрировала.
выворачивать наизнанку;I;Особенно в пасмурные дни, когда в природе туманом разлита тоска. Долгое отсутствие солнца выворачивает наизнанку. Чувство такое, будто не живется мне на белом свете.
выворачивать наизнанку;I;Ну если так, постановил Зотов, то может оказаться, что в жизни есть постоянная причина, хреновина, которая все переворачивает, переиначивает, выворачивает наизнанку и кривляется.
выворачивать наизнанку;I;Будет шлепать по квартире два часа, пока все нервы не вывернет наизнанку, как пододеяльник при стирке, не найдешь прорехи, с водой тяжелеет, пузырем всплывает в воде.
выворачивать наизнанку;I;Тишина нарушалась стонами новых больных. Того, что положили рядом с Максимовым - усатого дядьку - стало выворачивать наизнанку. Максимов сбегал за санитаркой.
выворачивать наизнанку;I;- К тому же, ты, - он снова повернулся к Сергею, - заметил однажды мою способность выворачивать наизнанку ваши замыслы!
выворачивать наизнанку;I;К вечеру начало рвать. Казалось, выворачивает наизнанку. Потом был приступ кашля.
выворачивать наизнанку;I;И плевать на то, что после такого секса, ее выворачивает наизнанку, а задница ноет от жгучего жжения.
выворачивать наизнанку;I;Между прочим, Георгич, к тебе это напрямую относится. Ты, конечно, мастак обвиняемым душу наизнанку выворачивать. Они тебе готовы мать родную сдать.
выворачивать наизнанку;I;"Жлобские рассуждения... 
  Плохо, когда автор, мучимый недостатком воображения или просто резвостью и вседозволенностью творца, начинает выворачивать наизнанку устоявшиеся романные реалии: в предпоследней книге Джуффин вдруг из ""хорошего"" становится ""плохим"", ""дружба"" оборачивается игрой в кошки-мышки... Прием-то расхожий, многие им баловались, вплоть до Желязны... Но слишком много вкуса и такта нужно, чтобы не убить этим читательское доверие... Еще кое-что отвращает... 
  Но при всем при этом я, честно говоря, не понимаю снобизма отрицателей состоявшегося автора хороших книг."
выворачивать наизнанку;I;Его одолевало полусумасшедшее желание запустить руку внутрь, вывернуть наизнанку желудок и отжать скопившуюся зловонную муть, после чего хорошенько прополоскать в теплой кипяченой воде и, очищенный, засунуть обратно.
выворачивать наизнанку;I;- Я хочу от него избавиться. Этот демон выворачивает мою душу наизнанку. - Никогда не видела фюрера ближе, чем с экрана телевизора, - продолжала Настя.
выворачивать наизнанку;I;Я до си пор не могу понять, о чем думал  папа?! Вот ему взбрело что-то в голову, и наша жизнь вывернулась наизнанку! То, что я сейчас скажу - ужасно, Рада... то есть это очень цинично, но... в общем, благодари своего папу: если бы не этот опыт, может, ты бы и не стала... писателем...
выворачивать наизнанку;I;Он один был трезв и с любопытством заглядывал в самые гнусные тайны, обнаженные внутренности человеческих душ, которые выворачивались перед ним наизнанку в этом застенке, где орудием пытки было вино.
выворачивать наизнанку;I;Сейчас с ней шутки плохи, не верит она в комплименты, тщательно их проверяет. Теперь, прежде чем подпустить к себе мужчину, вывернет его наизнанку. Не многие выдержат такое.
выворачивать наизнанку;I;"Мировое пространство как бы ""вывернуто наизнанку"": точка, в которой возник Космос, предстаёт нам в виде поверхности последнего рассеяния реликтового излучения, приходящего к ним со всех сторон."
выворачивать наизнанку;I;Хватит делать мне трепанацию души. Пожалуйста, не выворачивайте мне сердце наизнанку. Пожалуйста!
выворачивать наизнанку;I;Ее выворачивает наизнанку, она превращается в массу чувств, прятавшихся, казалось, вечность, и лишь однажды открывавшихся Марселю на злополучном судне несовместимости их судеб.
выворачивать наизнанку;I;Возникая стертым иероглифом в моем вывернутом наизнанку утреннем поцелуе, ты могла захватить неприлично громадную территорию счастья, которую я надеялся предоставить не нашедшим любви стареющим девам.
выворачивать наизнанку;I;"Просто вывернуло наизнанку, с детства такого не случалось...
 Меня трясло несколько минут, пока телефонный звонок не привел в чувство."
выворачивать наизнанку;I;Натюрморт, похожий на тот, что у меня висит... Только в том покой, грусть, тихое достоинство, а здесь... Почти те же вещи, клочок с рисунком... но не домашние, надежные, а выброшенные морем на мокрый песок...  столетний уклад безжалостно вывернут наизнанку... На рисунке женский портрет, по-моему он хотел изобразить Мону Лизу... большое блюдо, гроздь винограда, рядом какие-то мелкие вещи... Совершенно неуравновешенная композиция, но каким-то чудом сложилась в законченную вещь.
выворачивать наизнанку;L;"- спросил Эмир
- о, великий Эмир, просто у моего халата две изнанки, он так пошит - ответил Насреддин"
выворачивать наизнанку;L;"
 Ну, что у вас? -- молоденькая, с нежным личиком отличницы медсестра в накинутом наизнанку халате сдержала зевоту."
выворачивать наизнанку;L;Летит на пол шкура - из-под нее выскакивает сияющий друг. Он смеется, хохочет, на полу - вывернутый наизнанку полушубок. - Эн пол!
выворачивать наизнанку;L;Кому не знакомы эти смехотворные потуги антитезиса к неудаче... Как будто вывернув синтетическую одежку наизнанку, перестанешь в ней потеть и чесаться!
выворачивать наизнанку;L;"Натянув их по неведению наизнанку, Лена получила от доктора строгий окрик: ""Наденьте бахилы на лицо!""."
выворачивать наизнанку;L;Листва на деревьях, и та вывернулась наизнанку, став вдруг неправдоподобно бледной, будто бы искусственной.
выворачивать наизнанку;L;Пригнувшись вперёд, сняла домашние трусики, выпрямилась, выворачивая наизнанку стянула наверх и совсем пятнистую майку и отстегнула, убрала узковатый получашечками лифчик.
выворачивать наизнанку;L;Дамские   зонтики выворачиваются  ветром наизнанку улетают из  рук в воду - туда, где длинные волны вяло  перекатываются через шеренги  купальщиков, взявшихся за руки для взаимной безопасности.
закидывать удочку;I;По пути отмечал уловистые места ниже частых, перекатов, еле сдерживая себя попытать счастья, закинуть удочку.
закидывать удочку;I;"В это время, как раз на страницах районной газеты, за шестьдесят лет своего существования получившей, наконец, неограниченную свободу, печаталась фантастическая повесть нашего героя,  в которой одну из героинь звали Мариной. Все, в общем, подталкивало к тому, чтобы, как сказал Юра: ""Попробовать закинуть удочку"". И корреспондент ""удочку"" закинул, отправив в качестве наживки, вместе с письмом несколько газетных вырезок со своей повестью."
закидывать удочку;I;- уточнил он, зная наверняка, что стоило Сереже закинуть удочку насчет поездки или чего угодно, и ему позволилось бы все.
зализывать раны;I;И каждый повел на нее атаку по-своему, и каждый проиграл, ибо слишком боялся продешевить и продать свою мужскую свободу за бесценок. И каждый из троих, плача, уполз в свою одинокую нору зализывать раны. Прошло двадцать лет, и снова встретились они в той же аптеке, у прилавка поседевшей, погрузневшей, погасшей в печали одиночества Аптекарши.
зализывать раны;I;Сюда возвращался он зализывать раны, чтобы появиться на людях как всегда невозмутимым и ироничным, здесь была его неприступная крепость, но про себя Ситников знал, что все это уже принадлежит прошлому.
зализывать раны;I;Козин нередко приползал домой вечерами зализывать раны, но жена не хотела быть его семейной реабилитацией.
зализывать раны;I;Поэтому после иных впечатляющих сражений и побед они откатывались назад, поближе к Сечи, зализывать раны и готовиться к новым схваткам.
зализывать раны;I;" 
 -- Ну, а с тобой, друг индейцев, я еще поговорю! -- пообещал Зуб и ушел зализывать раны. Испугал  ежа голыми руками!"
зализывать раны;I;Поэтому после иных впечатляющих сражений и побед они откатывались назад, поближе к Сечи, зализывать раны и готовиться к новым схваткам.
зализывать раны;I;Зато мои российские друзья знают мне настоящую цену. Вернусь зализывать раны к себе...там проверенные люди не дадут мне пропасть! ...Константин меня провожает.
зализывать раны;I;Это мы идем, в большое плавание - большие корабли, победившие самый страшный в мире сифилис! Жизнь опять начинала веселить и зализывать раны. И Катерине уже желали добра и даже глотали за нее тошнотворное зелье.
зализывать раны;I;Как бы не было тяжело и хреново, они предпочитали зализывать раны дома, в съемной квартире, или гостиничном номере, обращаясь за помощью к проверенным и купленным докторам.
зализывать раны;I;Посрамленный, я убежал куда-то прочь, вероятно зализывать раны, но размышлять над услышанным не прекратил даже на бегу.
зализывать раны;L;Проигравший убирался прочь зализывать раны, чтобы не стать добычей другого хищника, более сильного и злобного.
зализывать раны;L;Когда он отходил далеко или спал дома,-- они решались зализывать раны, глодать морковку, искать друг у друга блох и, наскоро и несмело, любить друг друга.
замести следы;I;15 июля, сразу после выхода из печати «Прокламации» Биндера, Фейербах направил бургомистру резкий протест, требуя немедленно изъять этот материал из печати, так как он может спугнуть преступника и заставить его принять меры, чтобы замести следы Возможно, опасения фон Фейербаха оказались пророческими.
замести следы;I;" Пока он бежал ко мне, зеленые и лиловые тени так изменили его лицо, что он показался мне совсем другим человеком, безжалостным и опасным, и я передумала его сердить. ""Я  должна была замести следы, - слова выскакивали из меня быстрее, чем я успевала их обдумать. - Те двое вскочили в трамвайчик вслед за мной, и я боялась, что они заметили, как ты мне махнул."
замести следы;I;По данным следствия, актриса была сбита машиной, водитель которой, чтобы замести следы, закопал свою жертву.
замести следы;I;Вот отец и подумал, что если проделать отверстие из кладовки на чердак и хорошенько замаскировать его, то появляется шанс на спасение. Правда, для того, чтобы успеть покинуть квартиру и при этом еще замести следы, требовалось время. Поэтому отец усилил дверь, и теперь она могла задержать полицию относительно надолго.
замести следы;I;Роман хранил точку входа в своем виртуальном особняке, который располагался у него на компьютере, но после его смерти Падла полностью стёр информацию с жёстких дисков его компьютера, чтобы замести следы взлома «Новых горизонтов».
замести следы;I;Сохранился номер мобильного телефона, который остался с тех времён, когда она по его заданию поехала проверять, как генеральская команда спалила здание больницы, чтобы замести следы скандала с потрошителями, и она набрала этот номер.
замести следы;I;- удивился он. - Да, - говорю, - уже отманьячил, пора переодеться и замести следы. - Валяй, - махнул рукой он.
замести следы;I;Шепшелович еле успел нырнуть под кровать, а прелестницы, чтобы замести следы, бросились на полового гиганта, и тот принялся их неумело целовать.
замести следы;I;Но убивать только ради того, чтобы убить?.. Только для того, чтобы замести следы?.. Это глупо.
замести следы;I;В свете последних событий в запасе у них не было недели, даже и одного дня, чтобы замести следы своего здесь присутствия.
замести следы;I;В свете последних событий в запасе у них не было недели, даже и одного дня, чтобы замести следы своего здесь присутствия.
замести следы;I;После того, как мы закончили наш целомудренный танец, я усадил Аманду на место и решил провести последний эксперимент перед тем, как произвести демонтаж и замести следы моего служебного злоупотребления.
замести следы;I;"  ХОМО-ПОЛИТИКУС - БЫДЛЕЦО ВСЯДНОЕ 
 Пора, ох, пора Борису Абрамовичу Березовскому переходить на следующую линию обороны: вбросить информацию, что покойный Литвиненко был засланным казачком от ФСБ, и теперь, не достигнув Главной цели, кровавая гебня решила замести следы, пожертвовать фигурой."
замести следы;I;Может, и самого Абрамова давно уже нет в живых. Иногда Глеб думал, что Влад вполне мог убить Марину, чтобы замести следы. А может, Горский был прав, и Абрамов пострадал по собственной вине, а Влад совсем ни при чем.
замести следы;I;У него появилась идея «исчезнуть» и начать совершенно новую жизнь в качестве невидимки. Гриффин перешёл в невидимое состояние и поджёг дом, где он жил, чтобы замести следы. Поначалу он чувствовал себя «зрячим в городе слепых».
замести следы;I;Пытаясь замести следы, обвиняемый не побрезговал даже лжесвидетельством, стараясь переложить ответственность за свои поступки на других людей.
замести следы;I;Провернула это дельце с маркой, освободила себе место, а  потом снюхалась  с Антоном, и он, как дурак, помог ей замести следы.
замести следы;I;"Из лагуны за бортом доносилась отборная итальянская ругань...
     Гондолу Маськин с помощью тапков затопил и потом попытался сжечь, чтобы замести следы, но под водой гондола не горела, и поэтому её пришлось вытащить и высушить, чтобы сжечь, а потом уже утопить, потому что сначала утопить, а потом сжечь не получалось."
замести следы;I;Намереваясь замести следы после неудачной операции, Курильщик распорядился заминировать автомобиль Крайчека.
замести следы;I;Он гадил в коридоре, если в банке было мало газет, гадил под кроватью, под родительским телевизором - словом, везде, где можно было замести следы.
замести следы;I;Хартигану удаётся завершить то, что ему не дали сделать восемь лет назад — он убивает маньяка, а затем пускает пулю себе в голову, чтобы окончательно замести следы, которые могут привести всесильных Рорков к Нэнси.
замести следы;I;" ""А зачем мы летим в Берлин?"". ""Я же тебе объяснял - нам  нужно замести следы. Не дай Бог эти ребята пронюхают, что мы удрали в Швецию!"
замести следы;I;Тафт явно пытается замести следы и взрывает склад где хранилась вся его документация и деловая переписка.
замести следы;I;Уголовный розыск подозревает сведение счетов между бандами налетчиков и последующий поджог с целью замести следы.
замести следы;I;Чтобы замести следы, Боди, который «раскусил» Юту, похищает Тайлер с намерением перебраться через границу.
замести следы;I;- Теперь понятно, почему вы собираетесь меня оперировать... Хотите Гортензию в Дашу превратить и тем самым замести следы?
замести следы;I;"излишние подробности пребывания Ирмы в доме Фицгубертов, её выздоровления и сближения с Майком
сокращена сцена в церкви
из концовки фильма выпали звук разбиваемого стекла в ночь гибели Сары и сцена, в которой миссис Эппльярд пытается замести следы преступления в её комнате поутру."
замести следы;I;Напьются своей цуйки или кальвадоса, точнее текилы, один затянет К у карачу, другой запоет Для нашей Челиты все двери открыты, но замести следы позабудут.
замести следы;I;"Они выясняют, что взрыв был спланирован заранее с целью замести следы похищения оставшейся части опасного оружия генералом Российской Армии Александром Кодоровым ( ""Александр Балуев""Александр Балуев), который намеревался продать его международным  ""терроризм""террористам, и в последний момент предотвращают террористический акт в  ""Нью-Йорк""Нью-Йорке."
замести следы;I;Ты вызвал к себе профессора Василенко, приказал замести следы твоего участия в ликвидации товарища Щербакова.
замести следы;I;авиации 10-й армии ПВО в 1976 году) данная карта была поддельной с целью «замести следы» после побега.
замести следы;I;Все же иногда я по старой памяти заглядывал в Центральные, в высший разряд (Это отделение потом поставили на капитальный ремонт, который длился много лет и во время которого оно сгорело --  говорят, в результате поджога с целью замести следы хищений но это произошло потом, когда я был в уже в эмиграции).
заметать следы;I;Тем не менее, беспокойство у военного министра все росло: тактика Ллойд-Джорджа еще была ему неясна, -- будет ли заметать следы, на сколько именно градусов сегодня повернет руль?
заметать следы;I;Он, разумеется, верит в пропаганду действия, но глупо кричать об этом на всех перекрестках. Надо действовать и держать язык за зубами, а чтобы действовать с пользой, надо уметь заметать следы. Правда, сам он говорит, но что же из этого?
заметать следы;I;" Услыхав это, он прямо посинел от страха и замахал на меня руками:
 ""Ты что, хочешь нас засветить? В таком случае не нужно заметать следы, нужно просто заявиться в мафию с повинной!"". Я так и не разобрала, кого он больше боялся - мафию или маму?"
заметать следы;L;"	- Разведка заметает следы, - распорядился я, сбор через пятнадцать минут возле каптерки разведвзвода."
затянуть пояс;I;Но почти верно одно - если вы изначально дадите себе возможность проверить женщину, а ей предоставите возможность проверить себя (чтобы она проверила себя), и увидите, что с честью выдержала она период безденежья, то в этом случае можете слегка ослабить поводья, и дать спутнице своей вкусить земные блага однако тут важно не переборщить и знать меру, чтобы вовремя затянуть поясок, когда почувствуете что еще немного, и испортится женщина ваша.
затянуть пояс;I;"Например, для защиты страны от внешнего врага и из-за неэффективности власти жителям приходится так сильно ""затянуть пояса"", и настолько ограничить себя во всем, что даже успешная оборона страны от врага и чувство причастности к победе не смогут компенсировать перенесенные людьми лишения, страдания и принесенные жертвы."
затянуть пояс;I;Еще секунду, и вы призовете меня с партийным энтузиазмом затянуть пояса ради светлого будущего наших потомков!
затянуть пояс;I;Сын, правда,  обещал затянуть пояс и содержать могилку положенные на этом кладбище 10 лет, это было бы вполне пристойно и достаточно для Сергея Петровича, по крайней мере, не как какой-нибудь бомж.
за пояс заткнуть;I;"Он не вмешиваясь посмотрел как мы стреляем, а когда мы отстегнули магазины для перезаряжания, предложил:
- А слабо вам майора за пояс заткнуть?"
за пояс заткнуть;I;Всех, молодчина, всех льстецов, искателей фавора разбил в пух, заткнул за пояс... никто так не нашёлся,- всех!..
за пояс заткнуть;I;Пишу я рассказ, но он выходит таким страшным, что даже Леонида Андреева заткну за пояс.
за пояс заткнуть;I;Потолкуйте-ка с тестюшкой, он любого адвоката по брехательной части за пояс заткнет...
за пояс заткнуть;I;Видали мы скотников, гуртовщиков из мужчин - те бывают ловки да бойки, а эта всякого мужика-гуртовщика за пояс заткнет... 
за пояс заткнуть;I;" Веселая, блестящая, умница из умниц, -- кого угодно за пояс заткнёт, -- с шумом, с хохотом, в сопровождении дежурного ""охраняющего входы"" и, несмотря на ранний час, уже нетрезвого Володи Курносова, маленького журналиста типа проходящей масти, появлялась на пороге Е. В. Выставкина."
за пояс заткнуть;I; Зато она приняла живое участие в фантах и тут-то, к вящему удовольствию Фреда, показала себя: всех заткнула за пояс, даже и сестер, хотя они были далеко не глупы -- спросите вот -- хоть Топпера...
за пояс заткнуть;I;У него был служитель Жендзян, шляхтич из Подлясья, мальчик лет шестнадцати, но пройдоха каких мало, который мог бы за пояс заткнуть какого угодно старого шельмеца Скшетуский решил отправить его к Елене -- на разведку.
за пояс заткнуть;I;Сам отец Марей хоть и позабыл многое, а все-таки в свое время кончил в семинарии курс, а иногда и теперь рисковал просклонять: ,  и т. д. Да и она была грамотная, и по части церковной и даже гражданской печати могла хоть кого угодно за пояс заткнуть.
за пояс заткнуть;I;Посадите  хоть  его  в приказчики в год, в два он привыкнет и всех этих,  клянусь  вам, иностранцев ваших за пояс заткнет!
за пояс заткнуть;I;Ну, думает проницательный читатель, теперь главным лицом будет Рахметов и заткнет за пояс всех, и Вера Павловна в него влюбится, и вот скоро начнется с Кирсановым та же история, какая была с Лопуховым.
