mwe;label;sentence;par
на дне;L;     Мальцов стал сыпать золото ему в руки. Толмач подозвал двух феррашей. Золото исчезло в карманах. У него осталось немного на дне левого кармана. Ферраши помедлили. Они смотрели на Мальцева. Теперь они прогонят его.;2
на дне;L;"  ""B""	- К нему можно выйти по следу стопы, найдя путь к эл ""B""о ""B""ям. Они видели Кроноса и были свидетелями катастрофы, когда и ""B""е ""B""рархии смешались на дне ущелья. Птицы и ангелы летают над запустением...

  ""B""	- Маковский, а как вы, собственно говоря, относитесь к кабачковой икре? - поинтересовался Слугин, невинно загл ""B""я ""B""дывая тому в лицо.
";3
на дне;L; Да на дне овражка частик, тычины дубовые...;2
на дне;L;бал, станут ухаживать за мной. Нази обнимет меня завтра, как свое дитя, ее ласки исцелят меня. Разве я не переплатил бы ту же тысячу франков аптекарю? Так лучше отдам их своей исцелительнице, своей Нази. По крайней мере, утешу ее в беде. Этим я заглажу свою вину, покупку пожизненной ренты. Дочь моя на дне пропасти, а я уже не в силах вытащить ее оттуда. О, я опять займусь торговлей. Поеду в Одессу покупать зерно. Пшеница там втрое дешевле, чем у нас. Ввоз зерна запрещен, но господа, сочиняющие законы, забыли воспретить ввоз изделий из пшеницы. Да, да... сегодня утром мне пришло это в голову! С;2
на дне;L; Жутко было слушать эти меланхолические напевы на дне каменного гроба. Все большая и большая ненависть к шахте охватывала с каждым днем мою душу... Начинались сильные морозы. Ударишь несколько раз молотком -- и чувствуешь, что пальцы совсем закоченели от холода. Оглянешься кругом, чтоб не заметили и не посмеялись арестанты, и погреешь их над свечкой. Ноги также ужасно зябли, как ни закутывал я их шубой. Чем короче знакомился я с шахтой и ее тайнами, тем одушевленнее становился для меня этот гранитный мешок. Казалось, он с бессердечной насмешливостью глядел на всех нас и, вея ледяным дыханием, ;1
на дне;L;     Граната не взорвалась, ударившись о сухой песок на дне. Но это уже не имело значения. Только, когда солдаты вразнобой закричали и кинулись к своему командиру, он заметил, что весь взмок от напряжения.;2
на дне;L;" Христофор приподнял свой факел и осветил внутренность колодца на дне его свет блеснул маленьким кружком.
 --Да,-- продолжал старый слуга, рассматривая сломанную закраину,-- доски совсем сгнили, и с хозяином кончено. Уж он не появится снова, кроме как в день страшного суда.
 При этих словах я закрыл лицо руками и притворился убитым горем старые слуги утешали меня.
--
";3
на дне;L;ь, желания, идею полета, его мыслимое идеальное состояние. Неизбежно здесь сновидение лишь его волнующий арабеск подскажет с отчетливостью прозрения, чем одушевлен чистый полет. Им правит легкий и глубокий экстаз неведомые наяву чувства, столь странные, что им может быть уподоблено разве лишь пение на дне океана, звучат стройно в этих особенных условиях грезы, свергающей физическую тоску,- веками слоившееся отвращение к ногам, пойманным огромным магнитом. Вспомним, как мы летаем в то время, когда тело наше, завернутое одеялом, покорно своему ложу: само желание естественно отделяет нас, стремя ;2
на дне;L; На другое лето в запущенном цветнике опять цвели белые и желтые розы, а у ветхого деревянного дома совсем развалилось крыльцо и еще больше прогнил балкон. В комнатах от закрытых ставней было темно и всюду пахло сыростью и еще чем-то, чем всегда пахнет в нежилых непроветриваемых домах. Мебели, почему-то, осталось мало, но мраморная тумба стояла на своем месте, а на ней, вместо погибшего амура, пустая, пыльная четверть с какой-то густой темной бурдой на дне.;2
на дне;L;крыльев пола на дне лежат  крошки вощин, испражнения пчел, полумертвые, чуть;2
на дне;L; Берега речки кой-где покрыты кустарником, кой-где болотце и песочек, а на дне густая трава, которую большею частью и вытаскивают вместо рыбы мужики, задумавшие побродить (не раздеваясь) с бреднем. В рабочую пору в разных местах речонки мокнут деревянные бороны, перевернутые длинными зубцами в воду. Вообще речонка тиха, ничем не оживлена и молча, потихоньку течет в тихих, молчаливых берегах. Называется эта речонка Слепухой а деревенька, лежащая по другой ее стороне, называется Слепое-Литвино: тут, на этом самом месте, где стоит деревенька, по рассказам старожилов, ослепла Литва. Шла она несмет;2
на дне;L;" ""Ну, да, я болен, потому что я не утонул, -- сообразил, наконец, Сережа, -- а если б я не был болен, то, значит, я бы лежал мертвый на дне бассейна"".";2
на дне;L;" -- Многие приготовляют его из железной ржавчины, разведенной слезами, но это больше люди слабые да женщины герои же вместо чернил употребляют свою собственную кровь. И Джим может сделать то же, а если ему понадобится сочинить маленькое таинственное послание, чтобы дать знать свету, где он томится в заключении, он может написать его на дне жестяной тарелки вилкой и выбросить тарелку в окно. Железная Маска постоянно так делал, -- это очень хороший способ.
 -- У Джима нет жестяных тарелок. Ему приносят есть в миске.
 -- Это ничего не значит, мы можем достать ему тарелку.
";3
на дне;L;" Никто не мог определить, сколько времени длилось это неописуемое падение. Никто не осмелился бы подумать о том, в какую бездну предстояло этой громаде свергнуться. Никто не мог бы сказать, все ли еще живы или кто-нибудь уже лежит распростертый на дне пропасти. Задыхаясь от быстрого движения, окоченевшие от ледяного ветра, ослепленные снежным вихрем, они едва переводили дыхание, обессиленные, почти безжизненные, и только могучий инстинкт самосохранения заставлял их цепляться за скалы.
 """" 
 
--";3
на дне;L; -- Ну виданное ли дело, чтобы в мои годы, в сорок пять лет, человек, занимавший почетное положение в калифорнийском суде, вдруг очутился в какой-то закупоренной жестянке, на дне австралийского озера, где можно пить только дистиллированную воду и дышать искусственно выработанным воздухом? Нет, без сомнения, это фамильная наследственность! Мой отец в один прекрасный день исчез, и никто никогда ничего не слыхал о нем шестнадцати лет от роду, сестра моя Анна Мария вышла замуж за какого-то траппера-канадца и вместе с ним покинула цивилизованное общество и пошла скитаться по лесам и дебрям и жить ж;3
на дне;L;о с той минуты, как он встретил испанскую католическую процессию. Он свернул по долине ручья, пошел вверх по течению и, усталый, остановился там, где во рву ядовитые пчелы слепили себе гнезда. Он вынул пальмовый свисток из кармана, трижды тихонько подул. В ответ раздался такой же тихий свист, потом на дне оврага показался человек с двумя лошадьми. Он шел, держа четыре кожаных ремешка в руках. Зеленые листья и просветы между деревьями бегали золотыми бликами по этим трем существам один белый человек и сотни солнечных бликов. Так он подошел к Туссену, разобрал поводья и, отдавая честь правой рук;3
на дне;L;" Сплетня о Вере вдруг смолкла или перешла опять в ожидание о том, что она будет объявлена невестой Тушина, на которого все и обрушилось, после завтрака Райского у Крицкой, между прочим и догадка о ее прогулке с ним на дне обрыва.
 Но ни Тушин, ни Вера, ни сама Татьяна Марковна после ее разговора с первым, не обменялись ни одним словом об этом. Туманное пятно оставалось пятном, не только для общества, но для самих действующих лиц, то есть для Тушина и бабушки.
 Как ни велика была надежда Татьяны Марковны на дружбу Веры к нему и на свое влияние на нее, но втайне у ней возникли некоторые опасения";3
на дне;L; И, отражаясь черными лучами ресниц, ровно, с улыбкой на дне, смотрели на меня две голубых глубины.;2
на дне;L;"  ""B""Развивается, свивается, колышется синий сполох. В синей пещере на дне -- чуть виден тонконогий рыжий олень. Шею ему обхватили горячие руки, горячие губы целуют, целуют -- кругом всю заиндевевшую морду.

  ""B""И Бог весть, как это случилось -- должно быть, курок зацепился за рукав -- ружье нечаянно выстрелило прямо в оленя, олень упал.
";3
на дне;L;покрепче,  лили  их  в  самые  большие  рюмки,  не стесняясь тем, что на дне;2
на дне;L;о плыло мимо меня по реке, когда вдруг заметил, что приближается челн, великолепнейший челн, длиною сажени в две. Он плыл прямо по течению, скользя по воде, как утка. Я, не раздеваясь, бросился в воду головою вниз, как лягушка, и поспешно поплыл к челну, признаться, ожидая, что кто-нибудь лежит там на дне. Эту шутку нередко проделывают в наших местах, чтобы одурачить человека: бывало, поплывешь к лодке, которая кажется совершенно пустой, и собираешься за нее ухватиться, как вдруг хозяин ее встает и разражается громким хохотом. На этот раз, однако, челн действительно сорвало откуда-то с пристан;2
на дне;L;      А между тем те, о которых говорили в толпе, пробирались к берегу Нила, выше Мединет-Абу. В густых тростниках их ожидала небольшая лодочка, которую можно было с трудом отыскать. Но старик, по-видимому, хорошо знаком был с местностью. Он без труда отыскал лодку, привязанную к толстому стволу тростника, отвязал ее и взял лежавшие на дне ее весла.;2
на дне;L; Нет, воля ваша, у меня язык не повернется назвать таким пошлым именем первую диковину Нескучного. Представьте себе поросшее сплошным лесом ущелье, мрачное и глубокое для всякого человека с хорошими глазами и почти бездонное для того, кто имеет несчастие быть близоруким. Столетние деревья, растущие на дне его, кажутся нам деревцами, потому что вы видите только одни их вершины. Их корни омывает едва заметный проток, составляющий по ту сторону моста небольшой пруд. Если вы сойдете по извилистой тропинке на дно этой... ну, да, этой пропасти, то вам надобно будет лечь на спину, чтоб, не свихнув се;2
на дне;L; Вот из-за этих причуд Малаккского пролива и скопились здесь сокровища, которые не под силу добыть даже пиратам. Правда, они не раз пытались заняться и этим бизнесом, но всякий раз убеждались, что затраты на подъем сокровищ во многом превосходят прибыль от них. Здесь, на дне пролива, покоится самый  крупный морской клад, на него претендуют три государства. ;2
на дне;L;ень, Чингачгук уже встал, Вахта хлопотала около кухонной посуды. Дул попутный ветер, и можно было надеяться, что скоро ковчег сам собою подплывет к замку. В эту минуту в самой широкой, части озера увидели лодку Юдифи. Гуттер вооружился подзорной трубой и скоро убедился, что его дочери спокойно спят на дне лодки. Радостное восклицание невольно вырвалось из его груди, но тотчас же он опять принял угрюмый вид, как-будто ничего особенного не случилось. Спустя минуту Юдифь встала, и отец ее видел, как она оглядывалась вокруг, выясняя свое положение. Еще минута -- и на другом конце лодки появилась Г;3
на дне;L;"     """"Когда она захотела положить эти письма на прежнее место и тронула рукой куски материй, лежавшие на дне ящика, то заметила под ними какой-то твердый круглый предмет. Приподняв разостланные ткани, она увидела раскрашенный восковой бюст Нитетис, до такой степени похожий, что она невольно вскрикнула и потом долго не могла отвести глаз от чудесного произведения Феодора Самосского.";2
на дне;L; --Ваше величество,-- ответил ее собеседник, подходя к стене и нажимая какую-то тайную пружину, под действием ее часть стены повернулась, обнажая проход,-- вы заставите нас прибегать к решительным мерам. Вот здесь находится глубокий колодец, на дне которого собралась целая куча костей.;2
на дне;L; А сам откинул голову, как петух, что хочет закричать на заре погромче, и захохотал, не выдержал. Да загрохотал опять так, что даже вся нечистая сила проснулась на дне речки и пошли над омутом круги. А девки от того смеха шарахнулись так, как стая воробьев, когда в них кинут камнем: будто ветром их сдуло сразу с плотины...;2
на дне;L; Мои юноши устали за день и теперь спали на дне лодки, которая продолжала тихо нестись над черной глубиной реки... Вдруг лодка затрепетала, точно кто-то со дна подбросил ее кверху, и накренилась... Один из мальчиков проснулся, приподнялся и сказал сонным голосом:;2
на дне;L;"чудо. И этот чудесный кусок хлеба не получают без тяжелых жертв: надо ради популярности и денег часто отречься от самого себя, льстить толпе и обманывать ее. Самой тяжелой жертвой, ампутацией мысли, отречением от вдохновения покупаются деньги, хлеб. Но мешочек Ягуси не был еще совсем опорожнен, еще на дне его звенели деньги, которые неосмотрительное дитя, убежденное в великом гении мужа, тратило необдуманно.
 -- Будем богаты! -- говорила она, обнимая его за шею белыми ручками и целуя в лоб. -- Ты так велик, здесь нет тебе равного возможно ли, чтоб люди тебя не признали?
 Ян бледнел от волнения";3
на дне;L;" Потом налетели обильные, теплые дожди, прошумели по снегу, пробили в нем круглые глубокие дырочки, сделали его ноздреватым и рыхлым, а сами зажурчали откуда-то снизу, запели весеннюю песню и понеслись веселыми ручьями по скользким наезженным колеям широких степных шляхов... Понесли вниз солому и прелый навоз и зажурчали на дне балок воронками, подмывая снеговые пласты.

 Пахуч и свеж стал ветер, и из-под белых борозд, еще покрытых снегом, на черной земле изумрудом рассыпались иголки густых озимей. К урожаю хорошему!
";3
на дне;L; Кто не спит, слушатели, кто не вкушает сладости сна? Злодей, преступник! ибо и невинный, приговоренный к смерти, и несчастный страдалец под бременем бедности и зла, - и они смыкают вежды свои, омоченные слезами, и они усыпляют свои горести. - Сладостное усыпление, истинный дар небес, оставшийся на дне сосуда неосторожной Пандоры! ты вместе с надеждою, твоею сестрою, украшаешь жизнь волшебными мечтами!.. Ах! сон есть свидетель и порука совести нашей! Сон, надежда и добрая совесть, как три Хариты, неразлучны: они суть братья и сестры одного семейства. Бросьте взор свой на сего спящего младенца ;2
на дне;L; Поэт с волнением смотрел на змеящуюся речку. Она начиналась где-то в ущельях Иды и едва заметным потоком текла перед ним на дне лощины. Это был Скамандр, одна из двух рек Илиона. На его берегах некогда шли бои Троянской войны. Зевс наблюдал за сражающимися с одного из холмов Иды и метал оттуда молнии, помогая троянцам. ;2
на дне;L;я меблировка комнат, собрание картин, статуй, древностей и разных редкостей придавали жилищу князя Орлова вид настоящего царского дворца. Через громадный парк, наполненный старыми развесистыми дубами, вился ручей, прозрачный до такой степени, что, когда его запрудили и обратили в обширные пруды, то на дне их, на двухсаженной глубине, можно было видеть каждый камешек. Весь Петербург в восьмидесятых годах прошлого столетия заговорил о Гатчине как о чем-то еще небывалом и невиданном, а приезжавшие в северную нашу столицу иностранцы спешили взглянуть на роскошь, окружавшую вельможу-помещика. Недол;2
на дне;L; Увы! Слишком поздним явилось это предостережение! Я не дослышала конца фразы Марии, потому что была уже в воде, или вернее и, на дне пруда, под водою, упав плашмя на его тинистый в этом месте песок.;2
на дне;L; Балерина повернулась и пошла дальше, и Нью-Йорк вздрогнул и снова заскользил, замерцал перед ней всеми огнями и углами, всеми фарами и барами, всеми витринами и машинами. Нью-Йорк плыл мимо нее большим серым океанским кораблем, непотопляемым и важным, почти бессмертным губы усмехнулись, и мысль пролетела -- нет бессмертных городов, все они когда-нибудь оказываются или под землей, или на дне океана. ;2
на дне;L; Супрамати подошел и наклонился над большим прозрачным ящиком. Он казался совершенно пустым, и только на дне его клубился небольшой туманный клочок, отливавший всеми цветами радуги.;2
на дне;L; Что он вспомнил? Крик женщины и зарезанного ребенка!.. Идиотическую болтовню пьяных людей у костра. Темный овраг, огромные деревья где-то очень высоко. Он словно на дне колодца. Люди за кустами у костра. Страшные лица, гримасы пьяного хохота. И вот человек с огромной бородой, с синим носом, с воспаленными веками держит в руках его скрипку и словно перепиливает ее смычком Отвратительные, чудовищные, жалкие звуки. Потом опять бессознательное состояние.;2
на дне;L;  И со страшным гулом исчез на дне пропасти Шайтан.;2
на дне;L; Егор мало вслушивался в разговор, который его, в сущности, не очень-то касался. Он с напряжением вглядывался в лист ватмана, где были помечены все находившиеся на дне вокруг транспорта посторонние объекты. Егор видел отметки крестиком, принадлежавшие останкам двух самолетов - вероятно тех самых, которые бомбили транспорт, а затем были сбиты корабельными комендорами. Обозначено было местоположение затонувших шлюпок и даже автомобиля, не понятно как оказавшегося на морском дне. Но только не было метки, относящейся к малому охотнику, которым командовал отец. А ведь его корабль, можно предположит;3
на дне;L;" Это легко сделали два матроса. Весла были сложены на дне, нам оставалось только занять места на скамьях. 
 В восемь часов утра, вооруженные ружьями и топорами, мы отчалили от борта ""Наутилуса"".
 Море было довольно спокойно. Легкий бриз дул с берега. Консель и я сидели на веслах. Мы энергично гребли, а Нед направлял шлюпку в узкие проходы между рифами.
--";3
на дне;L;" Теперь полная тишина нарушалась только биением моего сердца. Вдруг я почувствовал слабый толчок. Я понял, что ""Наутилус"" остановился на дне океана. Мое беспокойство возросло. Сигнал канадца не раздавался. Мне хотелось встретить, найти Неда Ленда и уговорить его отложить попытку. Я чувствовал, что прежние условия, при которых совершалось наше плавание, теперь изменились.
 В эту минуту дверь большого салона отворилась и появился капитан Немо. Увидев меня, он подошел ко мне.
 -- А, господин профессор! -- обратился он ко мне без всякого приветствия. -- Я вас искал. Знакомы вы с историей Испании?
";3
на дне;L;", которая не замедлила воспоследовать.
 По истечении приблизительно получаса мы увидали шестьдесят--семьдесят плотов, или плоских лодок, -- утлегары их были наполнены дикарями, и они огибали южный выгиб бухты. По-видимому, у них не было никакого оружия, кроме коротких дубин и камней, которые лежали на дне плотов. Немедленно вслед за этим другой отряд, еще более значительный, приблизился в противоположном направлении и с подобным же оружием. Четыре ладьи, кроме того, быстро теперь наполнились туземцами, выскочившими из кустов при входе в бухту, и поспешно отплыли, дабы присоединиться к другим о";3
на дне;L;украдкой снова забрался в свою лодку, где и притаился на дне, ;2
на дне;L; Мы находились на дне такой бездны, когда громкое восклицание моего товарища раздалось среди ночной темноты: -- Смотри! Смотри! -- крикнул он мне в ухо, -- боже всемогущий! Смотри! Смотри! -- Тут я заметил странный тусклый красноватый свет, озаривший чуть брезжущим блеском нашу палубу. Следя за ним глазами, я поднял голову и увидал зрелище, оледенившее кровь в моих жилах. На страшной высоте, прямо над нами, на гребне колоссального вала, возвышался гигантский, тысячи в четыре тонн, корабль. Хотя высота волны раз во сто превосходила его высоту, он все-таки казался больше любого линейного корабля;2
на дне;L;" Приключился ли с ним припадок в ту минуту, когда он сходил по ступенькам вниз, так что он конечно тотчас же и должен был слететь вниз в бесчувствии, или. напротив, уже от падения и от сотрясения произошел у Смердякова, известного эпилептика, его припадок, -- разобрать нельзя было, но нашли его уже на дне погреба, в корчах и судорогах, бьющимся и с пеной у рта. Думали сначала, что он наверно сломал себе что-нибудь, руку или ногу, и расшибся, но однако ""сберег господь"", как выразилась Марфа Игнатьевна: ничего такого не случилось, а только трудно было достать его и вынести из погреба на свет бож";2
на дне;L;очно обрушились, но остановленные посреди падения, мигом превратились в груды фантастических развалин, которые продолжали двигаться, меняя с каждою секундой свой цвет, величину и очертание: то падали они друг на дружку, смешивались, растягивались тяжелыми закругленными массами и принимали вид исполинских темно-синих чудовищ, плавающих по разъяренному морю то росли, вздымались, как горные хребты, и медленно потом расходились, открывая глубокие долины и пропасти, на дне которых проносились клочки других облаков то снова все это смешивалось в один неопределенный хаос, полный страшного движения...;2
на дне;L; Посмотрите опять на разрез: два этажа воды на такырах соединены колодцем, как шахтой, как лифтом в большом доме. Верхняя пресная вода стекает в колодцы, но на дне встречает нижнюю соленую воду. Соленая вода тяжелей и плотней пресной, поэтому пресная, легкая вода не расходится, а собирается сверху в мокром песке водяным мешком. Теперь можно решить загадку инженера: три колодца протянуты к водяному мешку, посредине мешок толще, по краям -- тоньше. Чем больше забираем воды из среднего колодца, тем больше уменьшаются края по бокам, и в боковых колодцах вода становится соленой. Теперь, если вычерп;2
на дне;L;то будет только не здесь, не рядом с ним, лежащим в гробу, а где-нибудь подальше, чтоб никто не увидел, не помешал хорошо бы в такую ночь, как эта, или потом, когда наступит зима и начнутся вьюги,-- идти, идти, без дорог, без следа, по голой степи, по снегу, пока не упадет и не замерзнет где-нибудь на дне оврага, под сугробом, так чтобы никто никогда не нашел, не узнал или с кручи над морем -- прямо вниз головой в волны прибоя... Да, все равно, когда и где, и как, но это будет,-- что решила, то сделает только об этом и не страшно думать, только это и спасает от того, что страшнее, чем безумие,;2
на дне;L;Она впервые видит свет. По мифологии, у них тоже есть совершеннолетие, до которого молодая русалка не может всплыть над водою, -- начал мягко и приятно рассказывать Истомин. -- Это очень поэтический славянский миф. Вообразите себе, что она до известных там лет своей жизни жила в кристальных палатах на дне реки слыхала там о кораблях, о бурях, о людях, о их любви, ненависти, о горе. Она плавала в глубине, видала, как в воду опускается столб лунного света, слышала на берегах шум другой жизни над головою ее пробегали корабли, отрезавшие лунный свет от дна речного но она ничего, решительно ничего ;2
на дне;L; Получившему визу тоже не сладко. Ее можно не то просрочить, не то недосрочить, не то утратить в значении. Лежит-лежит виза на дне бумажника, да вдруг и потеряет свой срок. И опять все заводи сначала: забывай портфели, звони, лови и бегай.;1
на дне;L;" И подумалось, что все-таки хорошо, что этот маленький металлический цилиндрик с рукояткой теперь лежит на дне пруда, где-нибудь под толстым слоем ила, и наверняка проржавел до основания.

 Впрочем, за прошедшие годы было придумано еще много всякого другого оружия, так что этот невинный акт разоружения среди зарослей камыша вряд ли что нибудь изменил в человеческой истории. Как говорили древние римляне - хочешь мира, готовься к войне.
";3
на дне;L;"  ""B""-- ""B"" Но ведь они жили в самом паточном колодце на дне!  ""B""-- ""B"" сказала Алиса, не слушая шляпочника и обращаясь к сурку.
  ""B""-- ""B"" Да,  ""B""-- ""B"" ответил сурок,  ""B""-- ""B"" на дне.
  ""B""Этот ответ так смутил Алису, что она несколько времени молча слушала рассказ сони-сурка, не прерывая его.
  ""B""-- ""B"" Они учились рисовать,  ""B""-- ""B"" продолжал между тем сурок, зевая и протирая глаза, потому что ему ужасно хотелось спать.  ""B""-- ""B"" И все они рисовали различные вещи  ""B""-- ""B"" такие вещи, которые начинаются с буквы ""м"".
--
";3
на дне;L;"так что все видели, что он спорил, а между тем приятно спорил. Никогда он не говорил: ""вы пошли"", но ""вы изволили пойти, я имел честь покрыть вашу двойку"", и тому подобное. Чтобы еще более согласить в чем-нибудь своих противников, он всякий раз подносил им всем свою серебряную с финифтью табакерку, на дне которой заметили две фиялки, положенные туда для запаха. Внимание приезжего особенно заняли помещики Манилов и Собакевич, о которых было упомянуто выше. Он тотчас же осведомился о них, отозвавши тут же несколько в сторону председателя и почтмейстера. Несколько вопросов, им сделанных, показали";2
на дне;L;"увлеченный грезой и с сердцем, расширившимся от вдыхаемого воздуха, не поднимался так высоко, что совсем тонул в облаках и солнечном сиянии. Теперь как будто пел сам влажный воздух над полем, где журчали и пускали пузырьки прозрачные быстрые ключи...
 И ночи были теплые. Жабы сидели по горло в воде и, как маленькие болотные тролли [11], лаяли на отражение солнца в пустынных пока водах на дне выпускали зеленые коготки черные крючковатые корни аира, а к воде склонялись ивы в почках, закутанных в серенькие шубки на случай перемены погоды. Прилетели перелетные птицы. Все пускало ростки, побеги.
 
";3
на дне;L;" Расхитители народного добра тащат ценный продукт, горный надзор из рук вон плохо следит за съёмкой золота на бутарах, некие ухари наловчились делать тайники на дне бутар, путём выбивания сучков в досках во время промывки. 

 Десятки пудов уходят через ювелирные мастерские, какой-то умник разрешил их открыть официально, и это не пресекается. Мы вынуждены скупать у старателей всего двадцать процентов металла, а остальное возвращать из-за отсутствия денег на приисках. 
";3
на дне;L; ... Через железнодорожный переезд мы повернули налево и начали спускаться с котовского бугра к деревне Любомирке. Это довольно большое село, раскинувшееся на дне гористого и овражистого котлована. По селу, извиваясь змеей, текла быстрая мутная речушка. Мост взорван. На концы дубовых свай положены и даже не прибиты гвоздями широкие доски. С риском сломать ноги лошадям или совсем полететь в реку с повозками и пушками, перебрались мы через речушку и разместились по молдаванским хатам на привал. Началось пиршество. Молдаване получили от нас сахар, а нам натащили виноградного вина, сала, мамалыги,;3
